epoch,1_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,2_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,3_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,4_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,5_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
26,2.000000,2.000000,2.000000,2105,10550,11478
27,2.000000,2.000000,2.000000,2219,10774,11773
28,2.000000,2.000000,2.000000,2301,10974,12073
29,2.000000,2.000000,2.000000,2382,11156,12493
30,2.000000,2.000000,2.000000,2471,11324,13113
31,2.000000,2.000000,2.000000,2822,11689,13882
32,2.000000,2.000000,2.000000,2907,11985,14518
33,2.000000,2.000000,2.000000,3003,12255,14931
34,2.000000,2.000000,2.000000,3094,12556,15275
35,2.000000,2.000000,2.000000,3208,12900,15613
36,2.000000,2.000000,2.000000,3268,13310,15958
37,2.000000,2.000000,2.000000,3334,13621,16294
38,2.000000,2.000000,2.000000,3417,13953,16596
39,2.000000,2.000000,2.000000,3471,14301,17142
40,2.000000,2.000000,2.000000,3538,14570,17640
41,2.000000,2.000000,2.000000,3736,14822,18321
42,2.000000,2.000000,2.000000,3834,15045,18956
43,2.000000,2.000000,2.000000,3929,15305,19458
44,2.000000,2.000000,2.000000,4020,15619,20147
45,2.000000,2.000000,2.000000,4134,15930,20829
46,2.000000,2.000000,2.000000,4226,16219,21660
47,2.000000,2.000000,2.000000,4299,16586,22288
48,2.000000,2.000000,2.000000,4378,17183,22838
49,2.000000,2.000000,2.000000,4456,17443,23636
50,2.000000,2.000000,2.000000,4541,17733,25242
51,2.000000,2.000000,2.000000,4624,18045,26846
52,2.000000,2.000000,2.000000,4689,18318,28405
53,2.000000,2.000000,2.000000,4823,18556,29858
54,2.000000,2.000000,2.000000,4945,18832,30873
55,2.000000,2.000000,2.000000,5074,19069,31895
56,2.000000,2.000000,2.000000,5160,19281,33266
57,2.000000,2.000000,2.000000,5296,19565,34360
58,2.000000,2.000000,2.000000,5465,19789,35632
59,2.000000,2.000000,2.000000,5725,19991,37362
60,2.000000,2.000000,2.000000,5996,20341,39646
61,2.000000,2.000000,2.000000,6302,20874,40633
62,2.000000,2.000000,2.000000,6424,22290,42282
63,2.000000,2.000000,2.000000,6551,22595,44055
64,2.000000,2.000000,2.000000,6642,22916,45653
65,2.000000,2.000000,2.000000,6720,23100,50408
66,2.000000,2.000000,2.000000,6875,23283,51836
67,2.000000,2.000000,2.000000,7072,23450,52981
68,2.000000,2.000000,2.000000,7209,23616,53970
69,2.000000,2.000000,2.000000,7335,23800,55313
70,2.000000,2.000000,2.000000,7450,23981,57833
71,2.000000,2.000000,2.000000,7573,24186,59275
72,2.000000,2.000000,2.000000,7665,24383,60197
73,2.000000,2.000000,2.000000,7750,24576,61376
74,2.000000,2.000000,2.000000,7851,24847,62438
75,2.000000,2.000000,2.000000,7939,25082,64275
76,2.000000,2.000000,2.000000,8034,25275,66798
77,2.000000,2.000000,2.000000,8173,25460,68130
78,2.000000,2.000000,2.000000,8278,25649,69374
79,2.000000,2.000000,2.000000,8378,25827,70939
80,2.000000,2.000000,2.000000,8489,26012,74041
81,2.000000,2.000000,2.000000,8646,26205,76860
82,2.000000,2.000000,2.000000,8774,26398,80099
83,2.000000,2.000000,2.000000,8905,26618,82326
84,2.000000,2.000000,2.000000,9054,26877,84941
85,2.000000,2.000000,2.000000,9167,27171,87231
86,2.000000,2.000000,2.000000,9401,27493,90581
87,2.000000,2.000000,2.000000,9637,27827,92888
88,2.000000,2.000000,2.000000,9765,28102,94260
89,2.000000,2.000000,2.000000,9955,28376,95629
90,2.000000,2.000000,2.000000,10447,28620,96823
91,2.000000,2.000000,2.000000,10770,28885,99454
92,2.000000,2.000000,2.000000,10973,29152,100784
93,2.000000,2.000000,2.000000,11084,29501,101735
94,2.000000,2.000000,2.000000,11235,29857,102547
95,2.000000,2.000000,2.000000,11402,30030,103619
96,2.000000,2.000000,2.000000,11529,30200,104872
97,2.000000,2.000000,2.000000,11670,30362,106014
98,2.000000,2.000000,2.000000,11837,30515,106833
99,2.000000,2.000000,2.000000,11978,30679,107305
100,2.000000,2.000000,2.000000,12087,30838,107734

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,0.144677,0.549416,0.049853,51,520,735
2,0.008668,0.061767,0.001862,132,1165,1392
3,0.005170,0.033199,0.000998,195,1514,2107
4,0.003722,0.022787,0.000610,260,1939,2624
5,0.002911,0.017323,0.000388,325,2335,3105
6,0.002388,0.013943,0.000250,405,2714,3601
7,0.002023,0.011646,0.000161,500,3046,4083
8,0.001754,0.009987,0.000104,659,3881,4527
9,0.001547,0.008734,0.000066,794,4623,4969
10,0.001384,0.007756,0.000042,958,4938,5485
11,0.001251,0.006971,0.000027,1111,5348,5969
12,0.001142,0.006328,0.000017,1216,5980,6461
13,0.001050,0.005793,0.000010,1307,6346,6986
14,0.000972,0.005339,0.000006,1413,6582,7526
15,0.000904,0.004951,0.000004,1623,6962,8073
16,0.000846,0.004614,0.000002,1808,7881,8718
17,0.000794,0.004320,0.000002,2091,8102,9189
18,0.000748,0.004061,0.000001,2176,8682,9628
19,0.000708,0.003831,0.000001,2326,9589,10128
20,0.000671,0.003625,0.000000,2773,10311,10827
21,0.000638,0.003440,0.000000,3459,11173,11612
22,0.000608,0.003272,0.000000,3793,11973,12162
23,0.000581,0.003120,0.000000,3958,12404,12770
24,0.000556,0.002982,0.000000,4234,12941,13585
25,0.000533,0.002855,0.000000,4408,13589,14421
26,0.000512,0.002738,0.000000,4605,14731,15543
27,0.000493,0.002631,0.000000,4690,15267,16677
28,0.000475,0.002531,0.000000,4845,15759,17249
29,0.000458,0.002439,0.000000,5052,16418,17709
30,0.000442,0.002353,0.000000,5230,16806,18171
31,0.000428,0.002273,0.000000,5326,17215,18678
32,0.000414,0.002198,0.000000,5407,17521,19168
33,0.000401,0.002128,0.000000,5480,18111,19710
34,0.000389,0.002062,0.000000,5570,18769,20247
35,0.000378,0.002000,0.000000,5708,19251,20825
36,0.000367,0.001942,0.000000,5817,19728,21487
37,0.000357,0.001887,0.000000,5891,20138,22013
38,0.000348,0.001835,0.000000,5987,20612,22502
39,0.000339,0.001786,0.000000,6051,21211,23012
40,0.000330,0.001739,0.000000,6115,21792,23443
41,0.000322,0.001695,0.000000,6182,22375,23916
42,0.000314,0.001652,0.000000,6255,22908,24440
43,0.000307,0.001612,0.000000,6336,23284,24968
44,0.000299,0.001574,0.000000,6436,23747,25677
45,0.000293,0.001538,0.000000,6535,24199,26359
46,0.000286,0.001503,0.000000,6637,24504,27117
47,0.000280,0.001470,0.000000,6729,24857,27799
48,0.000274,0.001438,0.000000,6797,25234,28354
49,0.000268,0.001407,0.000000,6865,25714,28847
50,0.000263,0.001378,0.000000,6978,26105,29326
51,0.000258,0.001350,0.000000,7067,26569,29820
52,0.000253,0.001323,0.000000,7151,26953,30388
53,0.000248,0.001297,0.000000,7236,27392,30840
54,0.000243,0.001272,0.000000,7319,27806,31307
55,0.000239,0.001248,0.000000,7391,28388,31747
56,0.000235,0.001225,0.000000,7492,29052,32226
57,0.000230,0.001203,0.000000,7586,29456,32614
58,0.000226,0.001181,0.000000,7668,29762,33146
59,0.000222,0.001161,0.000000,7744,30025,33590
60,0.000219,0.001141,0.000000,7830,30457,34001
61,0.000215,0.001121,0.000000,7956,30826,34506
62,0.000212,0.001103,0.000000,8033,31181,34872
63,0.000208,0.001085,0.000000,8113,31561,35382
64,0.000205,0.001067,0.000000,8227,31824,35922
65,0.000202,0.001050,0.000000,8352,32093,36510
66,0.000199,0.001034,0.000000,8554,32332,37082
67,0.000196,0.001018,0.000000,9071,32809,37601
68,0.000193,0.001002,0.000000,9412,33451,38066
69,0.000190,0.000987,0.000000,9551,34018,38609
70,0.000187,0.000973,0.000000,9930,34561,39300
71,0.000184,0.000959,0.000000,10265,35172,39902
72,0.000182,0.000945,0.000000,10487,35651,40649
73,0.000179,0.000932,0.000000,10705,36032,41358
74,0.000177,0.000919,0.000000,10869,36413,42145
75,0.000175,0.000906,0.000000,10988,36841,42752
76,0.000172,0.000894,0.000000,11113,37264,43318
77,0.000170,0.000882,0.000000,11246,37681,43827
78,0.000168,0.000870,0.000000,11365,37962,44527
79,0.000166,0.000859,0.000000,11566,38252,44969
80,0.000164,0.000848,0.000000,11857,38805,45336
81,0.000162,0.000837,0.000000,12286,39242,45775
82,0.000160,0.000827,0.000000,12582,39674,46196
83,0.000158,0.000816,0.000000,12876,40029,46706
84,0.000156,0.000806,0.000000,13381,40661,47074
85,0.000154,0.000797,0.000000,13791,41204,47561
86,0.000152,0.000787,0.000000,14171,42203,47942
87,0.000150,0.000778,0.000000,14495,42643,48336
88,0.000149,0.000769,0.000000,14853,43640,48783
89,0.000147,0.000760,0.000000,14972,44622,49213
90,0.000145,0.000751,0.000000,15228,45040,49608
91,0.000144,0.000743,0.000000,15417,45424,50100
92,0.000142,0.000734,0.000000,15543,45719,50472
93,0.000141,0.000726,0.000000,15794,45971,51001
94,0.000139,0.000718,0.000000,15968,46270,51541
95,0.000138,0.000711,0.000000,16094,46574,52065
96,0.000136,0.000703,0.000000,16409,46891,52562
97,0.000135,0.000696,0.000000,16708,47213,53059
98,0.000133,0.000688,0.000000,16771,47497,53605
99,0.000132,0.000681,0.000000,16883,47759,54112
100,0.000131,0.000674,0.000000,16993,48092,54622

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,0.088370,0.294514,0.036990,56,211,452
2,0.008305,0.054039,0.001959,123,463,919
3,0.004934,0.030333,0.001051,187,654,1360
4,0.003547,0.021134,0.000641,251,830,1692
5,0.002775,0.016207,0.000407,321,1034,2176
6,0.002280,0.013127,0.000262,389,1275,2580
7,0.001935,0.011020,0.000168,463,1463,3030
8,0.001680,0.009489,0.000108,546,1638,3503
9,0.001485,0.008326,0.000069,637,1861,4166
10,0.001330,0.007415,0.000044,747,2098,4703
11,0.001204,0.006681,0.000027,890,2336,5160
12,0.001101,0.006078,0.000017,1075,2541,5574
13,0.001013,0.005574,0.000011,1209,2789,6001
14,0.000939,0.005146,0.000007,1307,3000,6445
15,0.000874,0.004779,0.000004,1377,3198,6866
16,0.000818,0.004460,0.000003,1447,3382,7362
17,0.000769,0.004181,0.000002,1521,3571,7744
18,0.000725,0.003934,0.000001,1593,3761,8218
19,0.000686,0.003715,0.000001,1657,3934,8614
20,0.000651,0.003518,0.000000,1734,4105,9089
21,0.000620,0.003341,0.000000,1826,4302,9503
22,0.000591,0.003181,0.000000,1898,4521,10042
23,0.000565,0.003036,0.000000,1965,4727,10486
24,0.000541,0.002903,0.000000,2050,4949,10945
25,0.000519,0.002781,0.000000,2150,5203,11437
26,0.000499,0.002669,0.000000,2344,5556,11945
27,0.000480,0.002566,0.000000,2518,5811,12421
28,0.000463,0.002470,0.000000,2667,6025,12910
29,0.000447,0.002381,0.000000,2749,6226,13370
30,0.000432,0.002298,0.000000,2823,6444,13941
31,0.000418,0.002221,0.000000,2898,6668,14535
32,0.000404,0.002149,0.000000,2962,6864,15112
33,0.000392,0.002081,0.000000,3057,7080,15733
34,0.000380,0.002018,0.000000,3199,7301,16394
35,0.000369,0.001958,0.000000,3361,7517,17025
36,0.000359,0.001901,0.000000,3462,7732,17468
37,0.000349,0.001848,0.000000,3550,7943,18009
38,0.000340,0.001798,0.000000,3627,8149,18451
39,0.000331,0.001750,0.000000,3693,8354,18958
40,0.000323,0.001705,0.000000,3767,8577,19433
41,0.000315,0.001662,0.000000,3847,8802,19940
42,0.000308,0.001621,0.000000,3909,9051,20528
43,0.000300,0.001582,0.000000,3988,9402,21178
44,0.000293,0.001545,0.000000,4051,9653,21802
45,0.000287,0.001509,0.000000,4122,9896,22349
46,0.000281,0.001476,0.000000,4194,10174,22920
47,0.000275,0.001443,0.000000,4274,10488,23523
48,0.000269,0.001412,0.000000,4322,10742,23968
49,0.000263,0.001383,0.000000,4384,11041,24347
50,0.000258,0.001354,0.000000,4432,11343,24986
51,0.000253,0.001327,0.000000,4495,11630,25508
52,0.000248,0.001301,0.000000,4589,11882,26011
53,0.000243,0.001275,0.000000,4682,12095,26425
54,0.000239,0.001251,0.000000,4765,12364,26882
55,0.000235,0.001228,0.000000,4833,12586,27294
56,0.000230,0.001205,0.000000,4889,12847,27755
57,0.000226,0.001183,0.000000,4953,13054,28104
58,0.000222,0.001163,0.000000,5032,13306,28592
59,0.000219,0.001142,0.000000,5095,13527,29034
60,0.000215,0.001123,0.000000,5143,13749,29578
61,0.000211,0.001104,0.000000,5191,13954,30182
62,0.000208,0.001086,0.000000,5255,14160,30690
63,0.000205,0.001068,0.000000,5319,14365,31321
64,0.000201,0.001051,0.000000,5366,14556,31913
65,0.000198,0.001034,0.000000,5414,14731,32453
66,0.000195,0.001018,0.000000,5484,14945,32999
67,0.000192,0.001003,0.000000,5549,15158,33499
68,0.000190,0.000988,0.000000,5604,15380,33989
69,0.000187,0.000973,0.000000,5666,15588,34432
70,0.000184,0.000959,0.000000,5746,15826,34872
71,0.000182,0.000945,0.000000,5809,16033,35315
72,0.000179,0.000932,0.000000,5879,16221,35775
73,0.000177,0.000919,0.000000,5939,16396,36185
74,0.000174,0.000906,0.000000,5999,16619,36644
75,0.000172,0.000894,0.000000,6063,16824,37113
76,0.000170,0.000882,0.000000,6125,17015,37611
77,0.000167,0.000870,0.000000,6173,17209,37977
78,0.000165,0.000858,0.000000,6221,17429,38486
79,0.000163,0.000847,0.000000,6285,17643,38910
80,0.000161,0.000837,0.000000,6333,17839,39454
81,0.000159,0.000826,0.000000,6398,18014,39930
82,0.000157,0.000816,0.000000,6466,18220,40422
83,0.000155,0.000806,0.000000,6542,18428,40860
84,0.000153,0.000796,0.000000,6602,18631,41361
85,0.000152,0.000786,0.000000,6681,18807,41766
86,0.000150,0.000777,0.000000,6751,18991,42323
87,0.000148,0.000768,0.000000,6810,19217,42861
88,0.000146,0.000759,0.000000,6872,19448,43463
89,0.000145,0.000750,0.000000,6944,19629,44120
90,0.000143,0.000742,0.000000,7015,19819,44997
91,0.000142,0.000734,0.000000,7094,20036,45657
92,0.000140,0.000725,0.000000,7157,20247,46256
93,0.000139,0.000717,0.000000,7220,20470,47344
94,0.000137,0.000710,0.000000,7268,20659,48529
95,0.000136,0.000702,0.000000,7332,20836,49020
96,0.000134,0.000695,0.000000,7399,21056,49430
97,0.000133,0.000687,0.000000,7462,21277,49913
98,0.000132,0.000680,0.000000,7522,21546,50301
99,0.000130,0.000673,0.000000,7603,21756,50815
100,0.000129,0.000666,0.000000,7664,21974,52157

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,0.127643,0.479941,0.044853,71,184,626
2,0.008282,0.058584,0.001861,145,369,1182
3,0.004897,0.031810,0.001000,208,578,1568
4,0.003514,0.021889,0.000611,287,826,1920
5,0.002748,0.016680,0.000388,366,1132,2297
6,0.002258,0.013459,0.000249,431,1455,2650
7,0.001916,0.011270,0.000160,499,1719,3018
8,0.001665,0.009686,0.000103,660,1935,3501
9,0.001472,0.008488,0.000065,739,2129,4122
10,0.001319,0.007550,0.000041,809,2330,4628
11,0.001195,0.006797,0.000026,879,2541,5070
12,0.001093,0.006179,0.000016,926,2787,5570
13,0.001006,0.005662,0.000010,984,3033,6060
14,0.000933,0.005225,0.000006,1074,3280,6523
15,0.000869,0.004850,0.000004,1138,3519,6945
16,0.000814,0.004524,0.000002,1254,3763,7501
17,0.000765,0.004239,0.000001,1436,3981,8065
18,0.000722,0.003988,0.000001,1579,4183,8924
19,0.000683,0.003764,0.000001,1802,4464,9428
20,0.000648,0.003564,0.000000,2117,4684,9873
21,0.000617,0.003384,0.000000,2400,4920,10365
22,0.000589,0.003221,0.000000,2759,5213,10856
23,0.000563,0.003073,0.000000,3260,5482,11397
24,0.000539,0.002938,0.000000,4092,5988,11842
25,0.000517,0.002815,0.000000,4537,6461,12289
26,0.000497,0.002701,0.000000,4630,6735,12797
27,0.000479,0.002596,0.000000,4731,7036,13667
28,0.000461,0.002498,0.000000,4803,7305,14095
29,0.000445,0.002408,0.000000,4878,7568,14808
30,0.000430,0.002324,0.000000,5082,7848,15397
31,0.000416,0.002246,0.000000,5171,8236,15921
32,0.000403,0.002172,0.000000,5498,8638,16572
33,0.000391,0.002104,0.000000,5848,8941,17426
34,0.000379,0.002039,0.000000,5992,9237,17934
35,0.000368,0.001978,0.000000,6135,9515,18352
36,0.000358,0.001921,0.000000,6388,9757,18818
37,0.000348,0.001867,0.000000,6568,10045,19334
38,0.000339,0.001816,0.000000,6936,10298,19898
39,0.000331,0.001768,0.000000,7113,10503,20797
40,0.000322,0.001722,0.000000,7278,10781,21785
41,0.000314,0.001678,0.000000,7533,11012,22454
42,0.000307,0.001637,0.000000,7951,11227,23269
43,0.000300,0.001597,0.000000,8758,11536,24259
44,0.000293,0.001560,0.000000,9039,11832,25162
45,0.000286,0.001524,0.000000,9121,12129,25747
46,0.000280,0.001490,0.000000,9232,12334,26266
47,0.000274,0.001457,0.000000,9303,12611,26781
48,0.000268,0.001426,0.000000,9403,12832,27411
49,0.000263,0.001396,0.000000,9464,13070,28011
50,0.000258,0.001367,0.000000,9533,13257,28482
51,0.000253,0.001339,0.000000,9610,13459,28923
52,0.000248,0.001313,0.000000,9757,13634,29352
53,0.000243,0.001287,0.000000,9858,13824,29812
54,0.000239,0.001262,0.000000,10035,13997,30301
55,0.000234,0.001239,0.000000,10154,14186,30685
56,0.000230,0.001216,0.000000,10303,14373,31078
57,0.000226,0.001194,0.000000,10562,14618,31476
58,0.000222,0.001173,0.000000,11011,14919,31884
59,0.000218,0.001152,0.000000,11604,15260,32367
60,0.000215,0.001133,0.000000,11761,15518,32931
61,0.000211,0.001114,0.000000,12079,15814,33434
62,0.000208,0.001095,0.000000,12218,16162,34067
63,0.000204,0.001077,0.000000,12433,16567,34887
64,0.000201,0.001060,0.000000,12628,16812,35822
65,0.000198,0.001043,0.000000,12843,17100,36648
66,0.000195,0.001027,0.000000,12955,17354,37311
67,0.000192,0.001011,0.000000,13084,17869,38056
68,0.000189,0.000996,0.000000,13186,18541,38725
69,0.000187,0.000981,0.000000,13322,18749,39293
70,0.000184,0.000967,0.000000,13510,18957,39951
71,0.000181,0.000953,0.000000,13652,19188,40862
72,0.000179,0.000939,0.000000,13755,19400,41936
73,0.000176,0.000926,0.000000,13894,19608,42356
74,0.000174,0.000913,0.000000,13968,19873,42703
75,0.000172,0.000901,0.000000,14176,20102,43078
76,0.000170,0.000889,0.000000,14258,20331,44344
77,0.000167,0.000877,0.000000,14321,20516,45574
78,0.000165,0.000865,0.000000,14439,20719,46333
79,0.000163,0.000854,0.000000,14499,20902,46929
80,0.000161,0.000843,0.000000,14554,21105,47493
81,0.000159,0.000833,0.000000,14627,21312,48058
82,0.000157,0.000822,0.000000,14678,21502,48858
83,0.000155,0.000812,0.000000,14749,21702,49748
84,0.000153,0.000802,0.000000,14815,21971,50787
85,0.000152,0.000793,0.000000,14897,22219,51728
86,0.000150,0.000783,0.000000,14960,22436,52727
87,0.000148,0.000774,0.000000,15010,22686,53427
88,0.000146,0.000765,0.000000,15080,22985,53996
89,0.000145,0.000756,0.000000,15133,23317,54483
90,0.000143,0.000748,0.000000,15193,23586,54980
91,0.000142,0.000739,0.000000,15256,23834,55418
92,0.000140,0.000731,0.000000,15331,24153,55835
93,0.000139,0.000723,0.000000,15377,24465,56302
94,0.000137,0.000715,0.000000,15426,24775,56711
95,0.000136,0.000707,0.000000,15516,24979,57168
96,0.000134,0.000700,0.000000,15592,25243,57605
97,0.000133,0.000693,0.000000,15656,25534,58070
98,0.000132,0.000685,0.000000,15724,25882,58568
99,0.000130,0.000678,0.000000,15798,26228,59051
100,0.000129,0.000671,0.000000,15842,26580,59769

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,2.000000,2.000000,2.000000,61,196,410
2,2.000000,2.000000,2.000000,155,434,781
3,2.000000,2.000000,2.000000,275,651,1247
4,2.000000,2.000000,2.000000,356,900,1624
5,2.000000,2.000000,2.000000,449,1116,2085
6,2.000000,2.000000,2.000000,610,1349,2582
7,2.000000,2.000000,2.000000,716,1567,3165
8,2.000000,2.000000,2.000000,801,1762,3701
9,2.000000,2.000000,2.000000,886,1983,4148
10,2.000000,2.000000,2.000000,1017,2213,4545
11,2.000000,2.000000,2.000000,1165,2433,5034
12,2.000000,2.000000,2.000000,1274,2650,5411
13,2.000000,2.000000,2.000000,1447,2849,5816
14,2.000000,2.000000,2.000000,1641,3069,6259
15,2.000000,2.000000,2.000000,1953,3290,6830
16,2.000000,2.000000,2.000000,2099,3538,7250
17,2.000000,2.000000,2.000000,2190,3745,7629
18,2.000000,2.000000,2.000000,2348,3936,7991
19,2.000000,2.000000,2.000000,2459,4169,8363
20,2.000000,2.000000,2.000000,2558,4428,8784
21,2.000000,2.000000,2.000000,2665,4661,9214
22,2.000000,2.000000,2.000000,2816,4894,9563
23,2.000000,2.000000,2.000000,2911,5180,9956
24,2.000000,2.000000,2.000000,2989,5486,10312
25,2.000000,2.000000,2.000000,3088,5729,10701
26,2.000000,2.000000,2.000000,3195,5948,11046
27,2.000000,2.000000,2.000000,3258,6170,11421
28,2.000000,2.000000,2.000000,3339,6382,11774
29,2.000000,2.000000,2.000000,3421,6581,12335
30,2.000000,2.000000,2.000000,3555,6817,12767
31,2.000000,2.000000,2.000000,3628,7023,13210
32,2.000000,2.000000,2.000000,3693,7399,13565
33,2.000000,2.000000,2.000000,3755,7610,13982
34,2.000000,2.000000,2.000000,3802,7829,14567
35,2.000000,2.000000,2.000000,3871,8064,15098
36,2.000000,2.000000,2.000000,3938,8268,15664
37,2.000000,2.000000,2.000000,3995,8481,16116
38,2.000000,2.000000,2.000000,4074,8653,16597
39,2.000000,2.000000,2.000000,4150,8845,17025
40,2.000000,2.000000,2.000000,4225,9097,17414
41,2.000000,2.000000,2.000000,4295,9313,17811
42,2.000000,2.000000,2.000000,4359,9537,18317
43,2.000000,2.000000,2.000000,4422,9756,18709
44,2.000000,2.000000,2.000000,4486,9966,19310
45,2.000000,2.000000,2.000000,4577,10163,19741
46,2.000000,2.000000,2.000000,4634,10365,20147
47,2.000000,2.000000,2.000000,4697,10551,20778
48,2.000000,2.000000,2.000000,4785,10751,21915
49,2.000000,2.000000,2.000000,4893,10947,23129
50,2.000000,2.000000,2.000000,5001,11152,23747
51,2.000000,2.000000,2.000000,5117,11330,24229
52,2.000000,2.000000,2.000000,5207,11518,24764
53,2.000000,2.000000,2.000000,5309,11718,25250
54,2.000000,2.000000,2.000000,5416,11984,25676
55,2.000000,2.000000,2.000000,5502,12405,26150
56,2.000000,2.000000,2.000000,5584,12674,26684
57,2.000000,2.000000,2.000000,5665,12919,27076
58,2.000000,2.000000,2.000000,5738,13175,27523
59,2.000000,2.000000,2.000000,5807,13369,27975
60,2.000000,2.000000,2.000000,5871,13583,28381
61,2.000000,2.000000,2.000000,5960,13802,28867
62,2.000000,2.000000,2.000000,6211,14006,29455
63,2.000000,2.000000,2.000000,6322,14225,29931
64,2.000000,2.000000,2.000000,6390,14416,30432
65,2.000000,2.000000,2.000000,6507,14599,30889
66,2.000000,2.000000,2.000000,6586,14784,31352
67,2.000000,2.000000,2.000000,6669,15019,31776
68,2.000000,2.000000,2.000000,6744,15253,32267
69,2.000000,2.000000,2.000000,6825,15443,32941
70,2.000000,2.000000,2.000000,6925,15617,33594
71,2.000000,2.000000,2.000000,6994,15836,34111
72,2.000000,2.000000,2.000000,7061,16035,34782
73,2.000000,2.000000,2.000000,7132,16227,35401
74,2.000000,2.000000,2.000000,7200,16418,36714
75,2.000000,2.000000,2.000000,7266,16808,37428
76,2.000000,2.000000,2.000000,7326,17030,37971
77,2.000000,2.000000,2.000000,7390,17274,38383
78,2.000000,2.000000,2.000000,7473,17504,38669
79,2.000000,2.000000,2.000000,7544,17709,39418
80,2.000000,2.000000,2.000000,7595,17896,40946
81,2.000000,2.000000,2.000000,7675,18098,41348
82,2.000000,2.000000,2.000000,7742,18380,41692
83,2.000000,2.000000,2.000000,7839,18625,42007
84,2.000000,2.000000,2.000000,7927,18846,42322
85,2.000000,2.000000,2.000000,8037,19061,42638
86,2.000000,2.000000,2.000000,8170,19285,42985
87,2.000000,2.000000,2.000000,8235,19495,43300
88,2.000000,2.000000,2.000000,8307,19683,43616
89,2.000000,2.000000,2.000000,8373,19884,43982
90,2.000000,2.000000,2.000000,8466,20088,44463
91,2.000000,2.000000,2.000000,8577,20306,44934
92,2.000000,2.000000,2.000000,8641,20498,45346
93,2.000000,2.000000,2.000000,8704,20684,45764
94,2.000000,2.000000,2.000000,8789,20904,46236
95,2.000000,2.000000,2.000000,8845,21138,46632
96,2.000000,2.000000,2.000000,8908,21352,47044
97,2.000000,2.000000,2.000000,8971,21563,47392
98,2.000000,2.000000,2.000000,9048,21765,47740
99,2.000000,2.000000,2.000000,9148,21953,48102
100,2.000000,2.000000,2.000000,9211,22184,48465

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,2.000000,2.000000,2.000000,35,90,157
2,2.000000,2.000000,2.000000,54,160,298
3,2.000000,2.000000,2.000000,70,248,456
4,2.000000,2.000000,2.000000,99,327,613
5,2.000000,2.000000,2.000000,120,421,770
6,2.000000,2.000000,2.000000,136,513,911
7,2.000000,2.000000,2.000000,156,593,1053
8,2.000000,2.000000,2.000000,168,671,1210
9,2.000000,2.000000,2.000000,199,759,1368
10,2.000000,2.000000,2.000000,215,840,1524
11,2.000000,2.000000,2.000000,230,921,1697
12,2.000000,2.000000,2.000000,256,1004,1845
13,2.000000,2.000000,2.000000,282,1071,1996
14,2.000000,2.000000,2.000000,302,1163,2153
15,2.000000,2.000000,2.000000,320,1237,2310
16,2.000000,2.000000,2.000000,336,1321,2467
17,2.000000,2.000000,2.000000,356,1404,2624
18,2.000000,2.000000,2.000000,367,1487,2782
19,2.000000,2.000000,2.000000,399,1570,2954
20,2.000000,2.000000,2.000000,414,1664,3127
21,2.000000,2.000000,2.000000,430,1759,3300
22,2.000000,2.000000,2.000000,456,1834,3457
23,2.000000,2.000000,2.000000,483,1913,3629
24,2.000000,2.000000,2.000000,503,1992,3803
25,2.000000,2.000000,2.000000,518,2086,3959
26,2.000000,2.000000,2.000000,537,2166,4116
27,2.000000,2.000000,2.000000,561,2243,4274
28,2.000000,2.000000,2.000000,581,2337,4430
29,2.000000,2.000000,2.000000,588,2416,4588
30,2.000000,2.000000,2.000000,619,2495,4751
31,2.000000,2.000000,2.000000,635,2586,4918
32,2.000000,2.000000,2.000000,656,2668,5091
33,2.000000,2.000000,2.000000,670,2746,5264
34,2.000000,2.000000,2.000000,701,2824,5421
35,2.000000,2.000000,2.000000,720,2903,5593
36,2.000000,2.000000,2.000000,736,2997,5753
37,2.000000,2.000000,2.000000,756,3076,5907
38,2.000000,2.000000,2.000000,768,3155,6081
39,2.000000,2.000000,2.000000,783,3234,6254
40,2.000000,2.000000,2.000000,814,3313,6410
41,2.000000,2.000000,2.000000,830,3405,6583
42,2.000000,2.000000,2.000000,856,3470,6756
43,2.000000,2.000000,2.000000,879,3563,6913
44,2.000000,2.000000,2.000000,898,3642,7085
45,2.000000,2.000000,2.000000,904,3721,7242
46,2.000000,2.000000,2.000000,936,3800,7400
47,2.000000,2.000000,2.000000,956,3879,7572
48,2.000000,2.000000,2.000000,967,3957,7729
49,2.000000,2.000000,2.000000,983,4036,7886
50,2.000000,2.000000,2.000000,1015,4115,8043
51,2.000000,2.000000,2.000000,1040,4203,8201
52,2.000000,2.000000,2.000000,1061,4280,8374
53,2.000000,2.000000,2.000000,1073,4351,8530
